date,tmin,tmax,tavg,prec,etp,watertable
2015-05-18,13.3,27.2,,0,,1.294
2015-05-19,15.2,27.6,,0,,1.334
2015-05-20,10.5,23.3,,0.1,,1.373
2015-05-21,9.3,21.3,,0.3,,1.41
2015-05-22,12.1,15.6,,2.9,,1.445
2015-05-23,12.2,15.3,,6,,1.464
2015-05-24,11.7,22.4,,0,,1.47
2015-05-25,9.9,25.5,,0,,1.506
2015-05-26,13.3,20.1,,8.1,,1.546
2015-05-27,13.2,22.2,,0.2,,1.55
2015-05-28,11.3,23.9,,0,,1.542
2015-05-29,10.7,25.4,,0,,1.536
2015-05-30,12.3,26.7,,0,,1.533
2015-05-31,14.5,25.5,,0,,1.529
2015-06-01,14.1,27.8,,0,,1.524
2015-06-02,14.1,29.8,,0,,1.521
2015-06-03,15.9,31.1,,0,,1.52
2015-06-04,17.2,32.4,,0,,1.52
2015-06-05,18.4,32.7,,0,,1.52
2015-06-06,18.8,33.2,,0,,1.543
2015-06-07,18.9,32.3,,0,,1.566
2015-06-08,18.4,30.6,,0,,1.588
2015-06-09,18.6,30.3,,0,,1.609
2015-06-10,18,29.2,,14.6,,1.628
2015-06-11,16.5,30.2,,0,,1.594
2015-06-12,17.3,29.6,,0.1,,1.615
2015-06-13,18.8,30.8,,0,,1.635
2015-06-14,16.9,29.2,,1.5,,1.656
2015-06-15,16.8,29.5,,1.3,,1.67
2015-06-16,15.3,28.5,,12.4,,1.696
2015-06-17,16.6,24,,12.5,,1.681
2015-06-18,14.9,26.8,,0,,1.66
2015-06-19,15.7,28.3,,7.3,,1.69
2015-06-20,15.5,25.5,,0,,1.693
2015-06-21,14.7,26.9,,0,,1.721
2015-06-22,13.2,26.2,,0,,1.75
2015-06-23,15.8,29.6,,24.3,,1.765
2015-06-24,13.7,24.8,,0.1,,1.693
2015-06-25,11.7,26.9,,0,,1.707
2015-06-26,13.7,29.4,,0,,1.723
2015-06-27,15.3,30.8,,2.2,,1.741
2015-06-28,16.9,30.4,,0,,1.752
2015-06-29,17,30.4,,0,,1.769
2015-06-30,17.5,30.8,,0,,1.787
2015-07-01,16.6,32.6,,0,,1.804
2015-07-02,18.1,33.7,,0,,1.823
2015-07-03,20.2,34.3,,0,,1.843
2015-07-04,20.5,34.6,,0,,1.862
2015-07-05,21.4,35.3,,0,,1.881
2015-07-06,22.5,36.1,,0,,1.9
2015-07-07,23.5,36.6,,0,,1.911
2015-07-08,24.1,35.8,,0,,1.922
2015-07-09,20.2,29.2,,0.3,,1.932
2015-07-10,18,30.1,,0,,1.935
2015-07-11,15.5,32.8,,0,,1.942
2015-07-12,19,33.7,,0,,1.953
2015-07-13,22,33.5,,0,,1.963
2015-07-14,20.8,34.2,,0,,1.971
2015-07-15,21.1,34.9,,0,,1.98
2015-07-16,21.9,36.3,,0,,1.99
2015-07-17,22,36.9,,0,,1.987
2015-07-18,23.2,36.6,,0,,1.984
2015-07-19,23,37.4,,0,,1.981
2015-07-20,19.5,36.3,,0,,1.978
2015-07-21,23.1,37.3,,0,,1.976
2015-07-22,22.4,37.8,,0,,1.972
2015-07-23,22.6,36.6,,0,,1.97
2015-07-24,21.5,34.3,,0,,1.965
2015-07-25,20.8,32.9,,0,,1.959
2015-07-26,21,30.3,,0,,1.951
2015-07-27,19.9,33.7,,0,,1.94
2015-07-28,18.7,33.3,,0,,1.944
2015-07-29,19.4,34.5,,0,,1.947
2015-07-30,20.6,30.1,,0,,1.951
2015-07-31,18.9,27.5,,0,,1.949
2015-08-01,17.1,26.8,,0.2,,1.945
2015-08-02,17.1,28.9,,0,,1.94
2015-08-03,18.2,32.9,,0,,1.938
2015-08-04,19,34.7,,0,,1.94
2015-08-05,21.4,34.9,,0,,1.965
2015-08-06,20.1,36.1,,0,,1.988
2015-08-07,21.2,36.2,,0,,2.013
2015-08-08,21.2,36.8,,0,,2.038
2015-08-09,22.1,35.5,,0,,2.063
2015-08-10,19.4,23.8,,17.8,,2.086
2015-08-11,19.1,33.1,,0,,2.032
2015-08-12,19.5,34.9,,0,,2.055
2015-08-13,19.3,36.1,,0,,2.078
2015-08-14,19.5,33.3,,0,,2.102
2015-08-15,19.5,30,,0.6,,2.124
2015-08-16,18.2,26.9,,1.4,,2.14
2015-08-17,15.6,30,,0,,2.15
2015-08-18,14.8,29.2,,0,,2.182
2015-08-19,16.6,24.2,,18.8,,2.213
2015-08-20,16,29.3,,0,,2.17
2015-08-21,16.2,27.5,,0,,2.201
2015-08-22,14,28.3,,0,,2.23
2015-08-23,14.6,28,,0.1,,2.26
2015-08-24,18.3,26.4,,7,,2.29
2015-08-25,17.2,29.9,,0,,2.29
2015-08-26,18.1,29.8,,0,,2.305
2015-08-27,17.2,31.7,,0,,2.319
2015-08-28,18,33,,0,,2.335
2015-08-29,18.7,34,,0,,2.351
2015-08-30,19,34.9,,0,,2.368
2015-08-31,19.5,34.8,,0,,2.386
2015-09-01,16.4,33,,0,,2.403
2015-09-02,18.7,32,,0,,2.419
2015-09-03,16.1,29,,0,,2.433
2015-09-04,16,29.2,,0,,2.445
2015-09-05,14.5,26.6,,0,,2.458
2015-09-06,11.3,25.3,,0,,2.469
2015-09-07,10.6,25.5,,0,,2.48
2015-09-08,10.9,25.7,,0,,2.5
2015-09-09,9.7,24.6,,0,,2.52
2015-09-10,10.7,24,,0,,2.54
2015-09-11,12.5,24.6,,0,,2.558
2015-09-12,12.1,27.3,,0,,2.576
2015-09-13,13.9,22.1,,13.9,,2.596
2015-09-14,17.7,29.4,,4.6,,2.561
2015-09-15,16.4,26.2,,0,,2.564
2015-09-16,16.5,28.4,,0,,2.581
2015-09-17,17.6,32.1,,0,,2.6
2015-09-18,15.1,30.2,,0,,2.621
2015-09-19,13,27.5,,0,,2.642
2015-09-20,14,25.4,,7.7,,2.661
2015-09-21,12.3,25.8,,0,,2.651
2015-09-22,12.2,24.4,,0,,2.669
2015-09-23,12.5,19.8,,5.5,,2.686
2015-09-24,12.3,17.1,,1.3,,2.68
2015-09-25,13.2,24.4,,0,,2.678
2015-09-26,12.4,23.8,,0,,2.685
2015-09-27,13.8,21.2,,0,,2.692
2015-09-28,12.2,20.4,,0,,2.697
2015-09-29,8.6,19.9,,0,,2.701
2015-09-30,9.4,18.9,,0,,2.707
2015-10-01,10,13.2,,0,,2.711
2015-10-02,11.6,13.6,,4.1,,2.712
2015-10-03,13.7,21,,0,,2.696
2015-10-04,14,24.3,,1.2,,2.7
2015-10-05,13.9,22.3,,1.9,,2.702
2015-10-06,15.6,16.9,,3.2,,2.699
2015-10-07,15.5,21.8,,0.1,,2.686
2015-10-08,12.8,22.9,,0.1,,2.689
2015-10-09,10.8,21.7,,0,,2.694
2015-10-10,13.5,17.1,,0.1,,2.698
2015-10-11,10.5,22.8,,0,,2.698
2015-10-12,8.5,20.4,,0,,2.703
2015-10-13,14.3,15.5,,1.7,,2.707
2015-10-14,14.4,16.2,,18.8,,2.7
2015-10-15,11.1,19.2,,0,,2.63
2015-10-16,8.7,15.9,,1,,2.633
2015-10-17,6.4,15.6,,0,,2.631
2015-10-18,10.8,12.8,,0.1,,2.633
2015-10-19,8.8,17.4,,2.1,,2.632
2015-10-20,6.1,17,,0,,2.626
2015-10-21,4.3,16.6,,0,,2.629
2015-10-22,3.9,16.6,,0,,2.631
2015-10-23,3.7,18,,0,,2.634
2015-10-24,4.1,18.7,,0,,2.637
2015-10-25,5.7,17.7,,0,,2.639
2015-10-26,5.1,17.9,,0,,2.64
2015-10-27,4.8,14.4,,0,,2.641
2015-10-28,11.1,12.2,,32.3,,2.641
2015-10-29,11.2,14.2,,7.9,,2.52
2015-10-30,8.8,19.3,,0,,2.489
2015-10-31,5.5,17,,0,,2.491
2015-11-01,3.9,16.5,,0,,2.492
2015-11-02,2.2,15.8,,0,,2.493
2015-11-03,2.7,16,,0,,2.494
2015-11-04,7.1,17.2,,0,,2.494
2015-11-05,6.9,19.5,,0,,2.495
2015-11-06,6.9,19.5,,0,,2.496
2015-11-07,6.3,19.7,,0,,2.497
2015-11-08,6.4,20.7,,0,,2.498
2015-11-09,6.1,20.9,,0,,2.499
2015-11-10,6.8,21.1,,0,,2.501
2015-11-11,5.5,19,,0,,2.502
2015-11-12,5.8,18.4,,0,,2.502
2015-11-13,4.8,12.2,,0,,2.502
2015-11-14,9,11.2,,0,,2.5
2015-11-15,9.2,11.2,,0,,2.496
2015-11-16,8.8,11.2,,0,,2.493
2015-11-17,8.2,10.4,,0,,2.489
2015-11-18,8.1,9.7,,0,,2.486
2015-11-19,8.2,12.3,,0,,2.482
2015-11-20,4.5,14,,0,,2.479
2015-11-21,5.4,9.7,,40.9,,2.478
2015-11-22,0.1,11.9,,2,,2.325
2015-11-23,0.1,6.9,,0,,2.316
2015-11-24,-1.1,9.5,,0,,2.314
2015-11-25,-2.1,5.3,,0,,2.312
2015-11-26,-0.6,7.1,,0,,2.31
2015-11-27,-0.7,11.1,,0,,2.307
2015-11-28,-2.8,6.7,,0,,2.306
2015-11-29,-2.1,8.4,,0,,2.304
2015-11-30,-2.2,11.8,,0,,2.302
2015-12-01,-1.2,11,,0,,2.301
2015-12-02,0.1,7.3,,0,,2.299
2015-12-03,0.6,7.5,,0,,2.296
2015-12-04,1.9,3.7,,0,,2.294
2015-12-05,3.8,6.8,,0,,2.29
2015-12-06,3.7,6,,0,,2.287
2015-12-07,5,9.8,,0,,2.283
2015-12-08,3.5,10,,0,,2.28
2015-12-09,3.7,5.5,,0,,2.278
2015-12-10,2.3,5,,0,,2.274
2015-12-11,0.3,4.2,,0,,2.27
2015-12-12,-1.4,4,,0,,2.267
2015-12-13,-0.5,5.8,,0,,2.263
2015-12-14,4.4,8,,0.2,,2.26
2015-12-15,2.6,8.7,,0,,2.256
2015-12-16,4.6,10.3,,0,,2.253
2015-12-17,1.7,11.3,,0,,2.25
2015-12-18,0.4,11.3,,0,,2.248
2015-12-19,0.7,11.6,,0,,2.246
2015-12-20,1.1,11.2,,0,,2.244
2015-12-21,3.7,6.7,,0,,2.242
2015-12-22,3.6,11.1,,0,,2.238
2015-12-23,4.2,8.2,,0,,2.236
2015-12-24,5.8,8.2,,0,,2.232
2015-12-25,7,9,,0,,2.229
2015-12-26,5.2,7.2,,0,,2.225
2015-12-27,2.3,5.1,,0,,2.222
2015-12-28,1.6,3.4,,0,,2.218
2015-12-29,-0.8,4.3,,0,,2.215
2015-12-30,-1.3,7.9,,0,,2.212
2015-12-31,-1.3,5.8,,0,,2.209
2016-01-01,-2.4,2.4,,0,,2.207
2016-01-02,0.1,2,,5.2,,2.204
2016-01-03,0.1,3.5,,5.4,,2.181
2016-01-04,0,2.8,,4.1,,2.159
2016-01-05,1,3.4,,0,,2.14
2016-01-06,0,6.9,,0.5,,2.137
2016-01-07,-2.5,6.3,,0,,2.133
2016-01-08,-0.2,6.9,,0,,2.132
2016-01-09,3.4,5.5,,0.8,,2.13
2016-01-10,2.1,9.2,,0,,2.124
2016-01-11,4.1,17.1,,0,,2.123
2016-01-12,1,15.2,,0,,2.123
2016-01-13,1.5,13,,0,,2.123
2016-01-14,-1.4,3.5,,12.8,,2.122
2016-01-15,-0.6,9.8,,0,,2.073
2016-01-16,-0.5,8.1,,0,,2.072
2016-01-17,-3.9,8.3,,0,,2.071
2016-01-18,-6,6,,0,,2.07
2016-01-19,-6.9,4.5,,0,,2.069
2016-01-20,-6.8,4.2,,0,,2.068
2016-01-21,-7,5.7,,0,,2.067
2016-01-22,-3.1,5.6,,0,,2.066
2016-01-23,-3.8,7,,0,,2.065
2016-01-24,-5.8,8.6,,0,,2.064
2016-01-25,-4.2,12.4,,0,,2.064
2016-01-26,-0.9,14.2,,0,,2.065
2016-01-27,-1.5,14.5,,0,,2.066
2016-01-28,3.9,11.6,,0,,2.068
2016-01-29,3.8,13.1,,0,,2.068
2016-01-30,5.5,8.3,,0,,2.069
2016-01-31,2.9,8.3,,0,,2.067
2016-02-01,2.2,7.7,,0,,2.066
2016-02-02,5.7,8,,0,,2.065
2016-02-03,5.2,8.8,,3.1,,2.064
2016-02-04,1,12.4,,0,,2.051
2016-02-05,-2.8,11.9,,0,,2.052
2016-02-06,-1.5,11.3,,0,,2.053
2016-02-07,4.6,11.7,,0,,2.054
2016-02-08,4,11,,0,,2.055
2016-02-09,1,12.7,,3.2,,2.055
2016-02-10,0.7,13,,0,,2.045
2016-02-11,-2.7,11.5,,0,,2.046
2016-02-12,3.1,9.2,,13.6,,2.048
2016-02-13,1,9,,0,,1.998
2016-02-14,3.7,5.9,,8.5,,1.999
2016-02-15,4.6,8.2,,21.2,,1.967
2016-02-16,6.1,7.8,,38.7,,1.889
2016-02-17,3.7,8.5,,17.8,,1.747
2016-02-18,1.9,11.6,,0,,1.684
2016-02-19,2.1,14.8,,0,,1.687
2016-02-20,1.9,13.5,,0,,1.692
2016-02-21,2.3,15.5,,0,,1.696
2016-02-22,1.7,14,,0,,1.701
2016-02-23,4.6,14.4,,1.2,,1.706
2016-02-24,2.6,11.6,,0,,1.706
2016-02-25,5.2,8.1,,1.9,,1.71
2016-02-26,5.5,8,,0,,1.622
2016-02-27,5,7.7,,7.9,,1.542
2016-02-28,8.1,11.3,,19.6,,1.432
2016-02-29,8.3,12.2,,26.9,,1.281
2016-03-01,5.2,15.5,,0,,1.104
2016-03-02,3.2,15.6,,3.8,,1.028
2016-03-03,3,9.7,,36.5,,0.938
2016-03-04,0.5,13,,0,,0.727
2016-03-05,2.4,14.2,,13.2,,0.651
2016-03-06,0,6.3,,0,,0.528
2016-03-07,3.3,8.8,,0.3,,0.45
2016-03-08,3.7,6.2,,25.2,,0.48
2016-03-09,4,6.4,,5.3,,0.418
2016-03-10,3.2,13.3,,0,,0.428
2016-03-11,7.2,11.3,,0.4,,0.462
2016-03-12,6.8,14.8,,0,,0.492
2016-03-13,5.6,13.2,,0,,0.526
2016-03-14,2.3,13,,0,,0.56
2016-03-15,0.2,13.7,,0.5,,0.582
2016-03-16,5.5,8.8,,1,,0.603
2016-03-17,3.6,12.5,,0,,0.619
2016-03-18,1.1,16.9,,0,,0.641
2016-03-19,2.1,19.2,,0,,0.666
2016-03-20,4.1,17.9,,0,,0.692
2016-03-21,7.9,15.9,,0,,0.717
2016-03-22,7.3,14.7,,0,,0.74
2016-03-23,3.6,14.6,,0,,0.768
2016-03-24,1.2,16.4,,0,,0.797
2016-03-25,1.4,15.7,,0,,0.828
2016-03-26,2.7,17.5,,0,,0.858
2016-03-27,2.5,17.8,,0,,0.889
2016-03-28,7.9,17.5,,0.1,,0.921
2016-03-29,5.7,21.6,,0,,0.951
2016-03-30,8.4,20.9,,0,,0.984
2016-03-31,7.3,19,,0,,1.016
2016-04-01,12.5,17.5,,0,,1.048
2016-04-02,8.8,16.3,,0,,1.077
2016-04-03,6.6,20.5,,0,,1.107
2016-04-04,11.4,18.4,,0,,1.14
2016-04-05,11.1,19.2,,0,,1.154
2016-04-06,9.8,21.3,,0,,1.169
2016-04-07,10,17.5,,0,,1.187
2016-04-08,11.2,16.3,,1.7,,1.201
2016-04-09,7.7,18.5,,9.5,,1.208
2016-04-10,6.5,21.4,,0,,1.19
2016-04-11,7.2,23.6,,0,,1.209
2016-04-12,7.5,23.5,,0,,1.229
2016-04-13,8.8,22.7,,0,,1.25
2016-04-14,10.3,23.8,,0,,1.269
2016-04-15,7.1,23.3,,0,,1.288
2016-04-16,9.9,24.6,,0,,1.308
2016-04-17,12.1,23.3,,0,,1.329
2016-04-18,11.2,23.8,,0,,1.347
2016-04-19,9.6,21.4,,0,,1.367
2016-04-20,7.7,21.2,,0,,1.385
2016-04-21,5.6,21.3,,0,,1.404
2016-04-22,11,22.4,,0,,1.424
2016-04-23,12.5,19.1,,1.1,,1.443
2016-04-24,7.4,14.3,,11.7,,1.454
2016-04-25,5.9,16.2,,0,,1.426
2016-04-26,3.5,16.5,,0,,1.443
2016-04-27,7.8,19.8,,0,,1.46
2016-04-28,6.5,16.7,,0,,1.482
2016-04-29,8.5,19.1,,0,,1.503
2016-04-30,5.7,20.6,,5.4,,1.525
2016-05-01,10.4,14.4,,3.9,,1.529
2016-05-02,10.4,16.5,,5.2,,1.531
2016-05-03,9,24.3,,0.7,,1.531
2016-05-04,10.9,23.4,,0,,1.555
2016-05-05,10.9,20.5,,0,,1.58
2016-05-06,9.4,23.2,,0,,1.6
2016-05-07,9,24,,0,,1.624
2016-05-08,11.4,22.8,,0,,1.648
2016-05-09,14.6,20.1,,0.5,,1.671
2016-05-10,14.6,22.5,,0.8,,1.687
2016-05-11,14.3,17.3,,21.3,,1.705
2016-05-12,13.3,22.1,,2.9,,1.641
2016-05-13,13.5,19,,3.2,,1.652
2016-05-14,13.6,23.7,,17.8,,1.659
2016-05-15,12.5,22.3,,2.5,,1.617
2016-05-16,11.2,19.5,,0,,1.63
2016-05-17,9.1,21.6,,0,,1.639
2016-05-18,9.3,23.3,,0,,1.651
2016-05-19,11.6,18.3,,18,,1.664
2016-05-20,11.7,24,,0,,1.606
2016-05-21,11.2,27.1,,0,,1.619
2016-05-22,12.8,28,,0,,1.635
2016-05-23,11.9,22.3,,3.9,,1.652
2016-05-24,11.2,25.4,,0,,1.649
2016-05-25,11.1,26,,0,,1.664
2016-05-26,13,26.7,,0,,1.68
2016-05-27,14.1,28.4,,0,,1.704
2016-05-28,15.2,28.8,,0,,1.729
2016-05-29,15.9,22,,19.2,,1.754
2016-05-30,15.6,24.3,,0,,1.702
2016-05-31,14.2,24.5,,0,,1.722
2016-06-01,14.6,23.7,,0,,1.743
2016-06-02,15.2,24.9,,2.7,,1.764
2016-06-03,14.8,23.2,,0,,1.775
2016-06-04,15.7,22.6,,0,,1.795
2016-06-05,15.9,26.4,,1.5,,1.813
2016-06-06,16.7,26.3,,7,,1.83
2016-06-07,16.1,29,,0,,1.823
2016-06-08,16.6,28.7,,3.2,,1.845
2016-06-09,16.7,22.9,,3.6,,1.854
2016-06-10,16,25.9,,0,,1.855
2016-06-11,15.9,27.1,,0,,1.874
2016-06-12,16.1,23.2,,2.4,,1.894
2016-06-13,15,27.4,,0,,1.9
2016-06-14,16.9,24.8,,0,,1.92
2016-06-15,13.9,26.2,,0,,1.935
2016-06-16,16,27.9,,0,,1.954
2016-06-17,15.4,26.3,,0,,1.973
2016-06-18,13,26.2,,0.7,,1.991
2016-06-19,15.6,21.6,,5.2,,2.008
2016-06-20,15.1,27.3,,0,,2.001
2016-06-21,15.6,29.8,,0,,2.02
2016-06-22,17.5,31.6,,0,,2.04
2016-06-23,19.6,33.2,,0,,2.061
2016-06-24,20.9,34.4,,0,,2.083
2016-06-25,22.5,34.1,,0.4,,2.105
2016-06-26,20.3,32.6,,0,,2.124
2016-06-27,18.7,29.6,,0,,2.145
2016-06-28,18.4,30.6,,0,,2.163
2016-06-29,17.7,31.8,,0,,2.182
2016-06-30,19.6,32.7,,0,,2.202
2016-07-01,19.9,32.3,,0,,2.223
2016-07-02,20.8,33,,0,,2.242
2016-07-03,20.3,31.6,,0,,2.262
2016-07-04,20.5,28.8,,0,,2.28
2016-07-05,17.6,31.7,,0,,2.287
2016-07-06,20.6,32.4,,0,,2.299
2016-07-07,19.2,32.1,,0,,2.31
2016-07-08,19.8,32,,0,,2.321
2016-07-09,19.3,33.9,,0,,2.332
2016-07-10,20.8,34.7,,0,,2.345
2016-07-11,21.6,35.3,,0,,2.358
2016-07-12,20.4,33.9,,0,,2.371
2016-07-13,18.5,31.9,,0,,2.383
2016-07-14,18.2,28.3,,0,,2.394
2016-07-15,15.3,25.4,,5,,2.4
2016-07-16,13.7,29.1,,0,,2.38
2016-07-17,12.8,31.7,,0,,2.382
2016-07-18,16.8,33.9,,0,,2.387
2016-07-19,18.6,33.9,,0,,2.393
2016-07-20,18.5,34.6,,0,,2.398
2016-07-21,20.2,33.7,,0,,2.403
2016-07-22,20.7,33.1,,0,,2.406
2016-07-23,22.3,29.3,,0.9,,2.408
2016-07-24,21.1,30.4,,0,,2.401
2016-07-25,19.9,32.8,,0,,2.4
2016-07-26,21.4,33.2,,0,,2.405
2016-07-27,21.1,31.9,,0.5,,2.409
2016-07-28,19.5,31.2,,0.3,,2.41
2016-07-29,19.6,33.2,,0,,2.412
2016-07-30,21.1,34.1,,0,,2.417
2016-07-31,21.7,31.5,,1.5,,2.422
2016-08-01,19.4,29.6,,0,,2.418
2016-08-02,18.5,31,,0,,2.418
2016-08-03,19.2,33,,0,,2.421
2016-08-04,20.1,34.3,,0,,2.425
2016-08-05,18.9,25.6,,1,,2.43
2016-08-06,17.3,28.7,,0,,2.426
2016-08-07,17.3,30.4,,0,,2.43
2016-08-08,16.1,30.8,,0,,2.435
2016-08-09,16.6,32.7,,0,,2.44
2016-08-10,17.1,25.8,,5.2,,2.447
2016-08-11,14.5,25.4,,0,,2.428
2016-08-12,13.2,27,,0,,2.429
2016-08-13,14,29.7,,0,,2.432
2016-08-14,14.8,32.4,,0,,2.437
2016-08-15,17.2,33.9,,0,,2.443
2016-08-16,19,32.7,,0.2,,2.45
2016-08-17,18.3,31.6,,16.6,,2.483
2016-08-18,17.8,29.6,,0,,2.454
2016-08-19,19.2,29.6,,0,,2.485
2016-08-20,20.1,30.8,,20.8,,2.516
2016-08-21,20.1,28.6,,0,,2.47
2016-08-22,17.5,28.1,,0,,2.498
2016-08-23,14.2,29.8,,0,,2.528
2016-08-24,16.1,30.8,,0,,2.56
2016-08-25,17.3,30.6,,0,,2.574
2016-08-26,16.9,30.7,,0,,2.586
2016-08-27,15.2,31.9,,0,,2.599
2016-08-28,17,33.4,,0,,2.614
2016-08-29,19.7,33.5,,0.4,,2.628
2016-08-30,19.6,26.4,,4.6,,2.64
2016-08-31,18.7,30.1,,0,,2.63
2016-09-01,17.5,31.1,,0,,2.641
2016-09-02,18.7,32.8,,0,,2.653
2016-09-03,18.1,32.5,,0,,2.666
2016-09-04,18.5,32.2,,0,,2.678
2016-09-05,18.8,29.7,,0,,2.69
2016-09-06,15.7,29,,1.4,,2.699
2016-09-07,15.3,27.2,,0,,2.704
2016-09-08,17,29.1,,0,,2.713
2016-09-09,17.5,31.1,,0,,2.722
2016-09-10,17.6,31,,0,,2.732
2016-09-11,18.7,31.2,,0,,2.743
2016-09-12,17.7,31,,0,,2.752
2016-09-13,16.9,31.4,,0,,2.762
2016-09-14,17.5,31.4,,0,,2.772
2016-09-15,18.1,25.7,,1.5,,2.782
2016-09-16,16.3,19.4,,6.6,,2.781
2016-09-17,14.8,25.8,,0,,2.757
2016-09-18,14.4,24,,0,,2.764
2016-09-19,14,26.7,,0,,2.769
2016-09-20,13,26.7,,0,,2.775
2016-09-21,14.2,20.5,,0.2,,2.782
2016-09-22,10.9,23.2,,0,,2.784
2016-09-23,9.1,25.1,,0,,2.789
2016-09-24,10,24.9,,0,,2.795
2016-09-25,10.3,25.7,,0,,2.801
2016-09-26,10.1,25.4,,0,,2.807
2016-09-27,10.2,25.8,,0,,2.813
2016-09-28,10.9,25.7,,0,,2.819
2016-09-29,10,26.7,,0,,2.824
2016-09-30,11.2,26.8,,0,,2.83
2016-10-01,10.8,26.2,,4,,2.836
2016-10-02,15,23.8,,0.1,,2.826
2016-10-03,10.2,23.4,,0,,2.828
2016-10-04,9.2,22.8,,0,,2.832
2016-10-05,8.2,21.7,,12.6,,2.835
2016-10-06,9.3,16.7,,0,,2.792
2016-10-07,8,19.4,,0,,2.792
2016-10-08,6.9,17,,0.6,,2.794
2016-10-09,10.8,16.1,,5.1,,2.792
2016-10-10,6.3,14.9,,0,,2.772
2016-10-11,4.5,13,,1.4,,2.772
2016-10-12,3.1,17.6,,0,,2.766
2016-10-13,7.3,12.2,,1.1,,2.768
2016-10-14,10.2,14.6,,44.4,,2.762
2016-10-15,11.1,15.6,,0,,2.597
2016-10-16,9.6,19.6,,0,,2.596
2016-10-17,9.7,17.2,,0.4,,2.597
2016-10-18,10,19.3,,0,,2.596
2016-10-19,9.5,19.2,,0.8,,2.597
2016-10-20,10.2,13.9,,12.4,,2.595
2016-10-21,6.1,16.4,,0.6,,2.547
2016-10-22,4.2,15.1,,0,,2.545
2016-10-23,7.2,13.7,,0.9,,2.546
2016-10-24,11.2,13.2,,0.7,,2.541
2016-10-25,12.1,14.9,,0,,2.536
2016-10-26,10.8,15.9,,3.1,,2.533
2016-10-27,7.6,19.3,,0,,2.521
2016-10-28,6.6,18.1,,0,,2.521
2016-10-29,4.9,17.7,,0,,2.522
2016-10-30,4.9,17.6,,0,,2.522
2016-10-31,9.5,13.8,,0,,2.522
2016-11-01,9.1,14.2,,0,,2.519
2016-11-02,7.4,17.2,,0,,2.517
2016-11-03,8.7,14.2,,0,,2.515
2016-11-04,7.4,13.8,,0,,2.512
2016-11-05,9,10.2,,22.4,,2.509
2016-11-06,8.6,15.2,,6.1,,2.422
2016-11-07,3.2,15.7,,0,,2.396
2016-11-08,1.9,11.3,,0,,2.395
2016-11-09,3,10.6,,0.5,,2.392
2016-11-10,4,10.4,,0,,2.387
2016-11-11,6.1,7.8,,3.1,,2.384
2016-11-12,0.8,13.9,,0,,2.367
2016-11-13,0.5,10.9,,0,,2.365
2016-11-14,4.5,6.8,,0.3,,2.362
2016-11-15,-0.6,9.4,,0,,2.356
2016-11-16,-1,10,,0,,2.352
2016-11-17,-0.2,10.6,,0,,2.348
2016-11-18,6.7,9.4,,6.8,,2.344
2016-11-19,7.5,8.9,,11.4,,2.313
2016-11-20,7,8.5,,0,,2.265
2016-11-21,8,10.4,,0,,2.259
2016-11-22,9.9,13.1,,0,,2.253
2016-11-23,11.8,14.6,,0,,2.247
2016-11-24,12.5,13.9,,0.7,,2.241
2016-11-25,13,16.1,,6.4,,2.232
2016-11-26,6.1,14.5,,0,,2.203
2016-11-27,3.7,15,,0,,2.198
2016-11-28,5.1,9,,4.8,,2.193
2016-11-29,-1.9,7.3,,0,,2.17
2016-11-30,-3.2,7.9,,0,,2.164
2016-12-01,-1.9,9.4,,0,,2.159
2016-12-02,-1,12,,0,,2.154
2016-12-03,0.7,7.8,,0.1,,2.149
2016-12-04,6.1,8.9,,0,,2.143
2016-12-05,5.1,8.4,,0,,2.137
2016-12-06,2.8,7.9,,0,,2.13
2016-12-07,0.3,4.4,,0,,2.124
2016-12-08,-0.7,5.3,,0,,2.118
2016-12-09,-1.4,2.8,,0,,2.112
2016-12-10,-0.9,3.1,,0,,2.106
2016-12-11,-0.7,2,,0,,2.099
2016-12-12,2,3.3,,0,,2.093
2016-12-13,0.6,1.7,,0,,2.086
2016-12-14,0.7,1.5,,0,,2.079
2016-12-15,0.8,1.7,,0,,2.072
2016-12-16,1.8,4.1,,0,,2.077
2016-12-17,-2.9,6.4,,0,,2.083
2016-12-18,-3.6,0.3,,0,,2.09
2016-12-19,-1.6,2.5,,0.2,,2.095
2016-12-20,2.4,5.9,,10.7,,2.101
2016-12-21,2.1,10.7,,1.6,,2.068
2016-12-22,-0.2,10.6,,0,,2.069
2016-12-23,-1,10.1,,0,,2.077
2016-12-24,-2.3,8.7,,0,,2.085
2016-12-25,-0.9,9.4,,0,,2.092
2016-12-26,-0.6,11.1,,0,,2.099
2016-12-27,-0.4,14.4,,0,,2.107
2016-12-28,-2.7,11,,0,,2.116
2016-12-29,-2.2,8.6,,0,,2.124
2016-12-30,-3.7,6.8,,0,,2.131
2016-12-31,-4.7,6.9,,0,,2.138
2017-01-01,-5,7.8,,0,,2.146
2017-01-02,-2.8,7.1,,0,,2.154
2017-01-03,-2.2,7.9,,0,,2.161
2017-01-04,-3.7,7.6,,0,,2.169
2017-01-05,-1.9,9.1,,0,,2.177
2017-01-06,-7.3,4.6,,0,,2.185
2017-01-07,-9.4,3.2,,0,,2.192
2017-01-08,-6.9,1.4,,0,,2.2
2017-01-09,-6.7,3.9,,0,,2.207
2017-01-10,-7,-0.4,,0,,2.214
